timestamp,source,event_details_change,event_login,event_password_change
2023-10-10 01:47:49.017603676,C521129957,1,0,0
2023-10-10 08:10:32.748282556,C668289079,1,0,0
2023-10-11 07:30:15.146121055,C279399121,1,0,0
2023-10-09 17:22:03.154501641,C1875710426,1,0,0
2023-10-10 04:15:23.038757125,C1060470494,0,0,1
2023-10-10 20:41:48.433564429,C841956493,0,1,0
2023-10-11 00:29:38.675890934,C83613815,0,0,1
2023-10-11 13:47:28.132001643,C1014847580,0,0,1
2023-10-11 02:25:24.993728292,C841616397,0,1,0
2023-10-11 02:24:21.835935148,C704456922,1,0,0
2023-10-10 05:24:26.622736812,C1377339988,0,1,0
2023-10-09 23:11:58.843339195,C395508885,0,1,0
2023-10-10 12:16:59.097474798,C1192874833,0,0,1
2023-10-10 14:30:23.311378153,C1788210321,0,0,1
2023-10-11 04:29:19.390334277,C1439299369,1,0,0
2023-10-09 20:11:40.247918449,C386205251,0,0,1
2023-10-10 09:51:05.402884967,C1345265337,1,0,0
2023-10-11 14:11:46.697150501,C721654925,0,0,1
2023-10-11 06:08:24.487339312,C1556425826,0,1,0
2023-10-10 23:57:21.110505686,C1960297159,0,0,1
2023-10-11 14:34:01.968112161,C1908894965,0,1,0
2023-10-11 02:34:09.303935791,C1512732275,0,0,1
2023-10-10 10:15:56.595997375,C36546691,0,0,1
2023-10-09 20:45:52.350370043,C1670516684,0,0,1
2023-10-10 01:25:58.871839750,C1316936887,0,1,0
2023-10-10 06:51:24.226834399,C750572020,1,0,0
2023-10-10 19:21:30.209649859,C1530157952,0,0,1
2023-10-11 12:48:33.054128180,C1698085181,1,0,0
2023-10-10 16:50:47.216255653,C1292770722,1,0,0
2023-10-11 03:15:10.754908601,C476313806,0,1,0
2023-10-09 21:18:43.440297605,C1279668658,0,0,1
2023-10-10 14:41:36.131212422,C1808964355,0,1,0
2023-10-10 08:24:53.108981591,C823141445,0,1,0
2023-10-11 12:47:15.639193261,C1615801620,0,0,1
2023-10-10 05:53:12.286863937,C564451627,0,0,1
2023-10-10 20:34:38.016669083,C762865358,0,1,0
2023-10-11 09:19:52.514890533,C1509106340,0,1,0
2023-10-10 02:28:38.546459517,C1303935849,0,1,0
2023-10-11 10:18:45.999665537,C739732151,1,0,0
2023-10-10 18:39:31.735028937,C380911997,0,0,1
2023-10-09 17:11:05.138848570,C1545341907,1,0,0
2023-10-11 09:30:25.059092620,C834739424,0,1,0
2023-10-10 18:01:00.000031226,C2089485741,0,0,1
2023-10-10 20:39:51.613730898,C602096181,0,0,1
2023-10-09 18:49:36.045707512,C177123752,0,0,1
2023-10-11 15:20:38.592357417,C2018553540,1,0,0
2023-10-10 03:13:08.215152342,C432449092,0,1,0
2023-10-11 13:39:39.797433329,C1335108214,0,0,1
2023-10-10 14:40:50.699469978,C1860405125,0,0,1
2023-10-09 17:43:52.113641527,C1980965530,1,0,0
2023-10-09 18:41:10.434521852,C1847494890,0,0,1
2023-10-09 21:59:14.833274092,C665247956,0,1,0
2023-10-11 01:02:28.038502354,C1086957388,1,0,0
2023-10-11 02:40:24.493912505,C963460752,0,1,0
2023-10-10 12:06:42.370392495,C660475396,0,1,0
2023-10-10 19:25:53.921893448,C615816786,0,0,1
2023-10-10 23:21:07.651408384,C776775180,0,1,0
2023-10-09 22:11:46.220779395,C344259725,0,0,1
2023-10-11 15:30:07.266077816,C1359606474,0,0,1
2023-10-10 14:48:28.857369825,C566987196,1,0,0
2023-10-11 01:49:58.729873780,C1690998552,0,1,0
2023-10-09 19:46:44.805160273,C859628493,0,1,0
2023-10-11 05:48:51.668199990,C1962137244,1,0,0
2023-10-09 19:30:11.622600492,C1321889892,0,0,1
2023-10-10 20:36:15.268255238,C1303935849,1,0,0
2023-10-10 12:48:24.026088491,C1508373758,1,0,0
2023-10-11 14:15:47.589138119,C881073190,0,1,0
2023-10-11 01:56:25.380363980,C176392439,0,0,1
2023-10-09 19:55:27.576172615,C426128777,1,0,0
2023-10-10 13:52:11.439811966,C1986443469,0,1,0
2023-10-09 20:10:21.961455208,C1617276678,0,0,1
2023-10-10 19:09:16.461848942,C989137021,0,0,1
2023-10-10 16:21:53.673597362,C1333661820,0,0,1
2023-10-11 11:15:52.561088093,C827350474,0,0,1
2023-10-11 13:14:34.984763825,C441400844,1,0,0
2023-10-11 10:23:43.886629163,C831378949,0,0,1
2023-10-10 17:01:11.725377195,C118836015,1,0,0
2023-10-11 05:55:19.673126166,C85388733,0,1,0
2023-10-10 15:40:52.200014555,C1222389110,1,0,0
2023-10-11 05:22:44.809619612,C819978438,0,0,1
2023-10-11 05:22:34.136049959,C995235283,0,1,0
2023-10-11 01:35:31.567899118,C1619755203,1,0,0
2023-10-10 07:32:09.092046089,C1264836741,0,1,0
2023-10-11 12:54:48.428118904,C423379854,0,0,1
2023-10-11 01:46:45.270568602,C2084933658,1,0,0
2023-10-09 17:36:10.464581108,C1891401770,0,0,1
2023-10-10 20:38:12.832649908,C1734487337,0,0,1
2023-10-11 11:32:30.574269801,C1783610571,0,1,0
2023-10-10 22:15:22.293662307,C1057813963,0,0,1
2023-10-10 23:45:13.905053162,C954150626,0,0,1
2023-10-11 12:49:30.099281349,C636259913,0,1,0
2023-10-11 06:50:15.164684049,C741680636,1,0,0
2023-10-09 15:49:53.010259723,C1942983218,0,1,0
2023-10-11 14:12:30.433265662,C109634232,0,0,1
2023-10-10 05:29:16.793199177,C939735585,0,1,0
2023-10-10 20:38:25.299121343,C759167881,0,1,0
2023-10-10 05:47:53.826435483,C129386345,0,0,1
2023-10-10 23:51:16.254699477,C1872803698,0,0,1
2023-10-11 13:40:37.721146532,C1255236689,0,1,0
2023-10-11 08:51:03.388919743,C1489294793,0,1,0
2023-10-11 11:40:00.311744216,C1677624934,0,0,1
2023-10-09 21:35:09.718293857,C897612698,0,1,0
2023-10-09 21:52:56.913483602,C1700550154,0,0,1
2023-10-10 02:22:09.749850120,C1494829095,0,0,1
2023-10-09 16:48:09.338614850,C81568098,0,0,1
2023-10-10 22:14:16.003756011,C1050807234,0,0,1
2023-10-10 16:29:06.917672474,C1905396523,0,0,1
2023-10-11 15:32:26.271342676,C1687751654,0,1,0
2023-10-11 08:13:50.037754377,C135716487,0,1,0
2023-10-11 15:17:19.800191812,C1990073844,0,1,0
2023-10-10 14:16:08.043141371,C954636025,0,0,1
2023-10-10 06:31:08.033129729,C728864298,0,1,0
2023-10-11 08:37:34.256938783,C871962456,0,0,1
2023-10-10 16:09:55.603061290,C457497998,1,0,0
2023-10-10 05:16:22.836626045,C830078297,0,0,1
2023-10-09 19:13:45.601731716,C83086349,1,0,0
2023-10-11 06:33:54.422428376,C1920284556,0,0,1
2023-10-11 12:49:56.167236929,C389281305,0,0,1
2023-10-10 11:28:36.604485553,C67418210,1,0,0
2023-10-10 11:05:42.873403296,C1008918174,0,0,1
2023-10-10 21:51:22.737784436,C1496962993,0,1,0
2023-10-10 00:45:25.339889748,C73726310,0,0,1
2023-10-09 19:18:16.586883545,C1499019507,0,0,1
2023-10-09 18:32:17.743530832,C635222317,1,0,0
2023-10-10 21:04:42.329744515,C108794529,0,1,0
2023-10-10 00:44:54.423179952,C901739086,0,0,1
2023-10-11 10:01:59.779111674,C1156509589,0,1,0
2023-10-10 06:45:06.372848248,C85388733,0,0,1
2023-10-09 17:43:10.174552170,C1048588440,0,1,0
2023-10-10 10:14:06.482232715,C115540448,1,0,0
2023-10-11 02:54:47.102451797,C152830802,0,0,1
2023-10-10 05:36:07.618062046,C810569063,0,0,1
2023-10-10 03:33:04.970410150,C33469777,0,0,1
2023-10-11 15:23:34.027723279,C566582492,0,0,1
2023-10-10 09:53:21.848599892,C2115574807,0,0,1
2023-10-10 23:27:40.814617554,C672742304,1,0,0
2023-10-10 03:13:42.695728255,C883419967,0,0,1
2023-10-11 08:10:46.281172044,C2033310172,1,0,0
2023-10-10 11:38:39.672330765,C789852022,0,1,0
2023-10-11 08:58:47.918600716,C1669649966,1,0,0
2023-10-10 01:12:54.283182099,C489708690,1,0,0
2023-10-10 13:13:13.370521875,C1506066038,1,0,0
2023-10-10 05:01:36.674386140,C854479209,0,0,1
2023-10-10 07:57:11.677624937,C1143300850,1,0,0
2023-10-10 12:49:39.158356891,C2020967123,0,0,1
2023-10-10 15:14:01.064607440,C965801920,0,0,1
2023-10-09 20:29:20.832776768,C1385406679,0,0,1
2023-10-10 11:26:17.526849753,C1135867657,1,0,0
2023-10-11 09:57:16.312629928,C179648560,0,0,1
2023-10-09 22:05:40.941581024,C1314174420,1,0,0
2023-10-09 22:57:10.984269586,C432013067,0,1,0
2023-10-11 10:06:20.003132404,C747175090,1,0,0
2023-10-09 18:49:32.991308626,C1670779713,0,0,1
2023-10-09 19:59:35.460897826,C1860405125,1,0,0
2023-10-11 12:26:11.371573584,C1556534733,0,0,1
2023-10-10 06:55:29.872824814,C1353625448,0,1,0
2023-10-11 12:21:44.184421348,C1974668487,1,0,0
2023-10-11 06:45:09.861858506,C1873506157,0,0,1
2023-10-11 12:24:06.334564526,C344209010,0,0,1
2023-10-10 02:51:04.780657928,C1952937534,0,1,0
2023-10-10 08:47:48.770662028,C437836513,0,1,0
2023-10-09 16:27:13.697931961,C2055009466,0,0,1
2023-10-09 19:45:29.870886460,C1734879586,0,0,1
2023-10-09 22:07:08.984187037,C228023479,0,1,0
2023-10-11 03:37:51.952952930,C712473227,0,1,0
2023-10-11 03:55:46.933746511,C85945497,0,0,1
2023-10-11 01:34:15.619751357,C295362058,0,0,1
2023-10-11 00:06:47.979718598,C1508373758,0,0,1
2023-10-10 00:00:01.719535849,C188991095,0,1,0
2023-10-09 22:34:00.549547139,C1058652489,0,1,0
2023-10-11 09:27:34.998164092,C1687751654,0,1,0
2023-10-10 01:30:28.828809385,C655625028,0,0,1
2023-10-10 13:00:38.976683465,C113294083,0,1,0
2023-10-10 15:08:57.676847749,C490238464,0,1,0
2023-10-10 18:36:02.850732735,C190521845,0,0,1
2023-10-10 10:17:40.576724846,C26438018,0,0,1
2023-10-11 12:46:43.371016040,C1095087737,0,0,1
2023-10-11 10:30:20.291887185,C913863966,1,0,0
2023-10-10 02:19:53.758934971,C1734948367,0,1,0
2023-10-10 08:53:47.283404290,C1612748385,0,1,0
2023-10-11 08:22:59.845476152,C342410301,0,1,0
2023-10-10 09:28:38.788627755,C1688560702,1,0,0
2023-10-10 05:45:17.826814157,C747590731,0,0,1
2023-10-10 13:31:52.314339462,C1723897078,1,0,0
2023-10-10 05:03:48.387989383,C73760959,1,0,0
2023-10-10 19:11:48.378081482,C1233802034,0,1,0
2023-10-10 15:19:42.226445387,C458379262,0,0,1
2023-10-10 17:14:04.700339945,C1587738251,0,0,1
2023-10-09 21:50:39.957701416,C1081618305,0,0,1
2023-10-09 19:53:30.432924392,C760223382,0,0,1
2023-10-09 17:35:11.435875712,C483485800,1,0,0
2023-10-11 10:14:57.985810913,C700553509,1,0,0
2023-10-10 14:23:35.396787727,C1249817283,1,0,0
2023-10-11 01:30:44.906673877,C1744098311,0,0,1
2023-10-09 22:32:11.923016300,C1303226190,0,1,0
2023-10-09 21:56:14.591035535,C2070990530,0,0,1
2023-10-10 14:04:51.187680933,C1100276718,0,1,0
2023-10-10 14:35:11.641527278,C413242191,0,1,0
2023-10-11 08:35:14.106068925,C39858251,1,0,0
2023-10-11 02:54:38.372281413,C1732568163,0,0,1
2023-10-11 15:28:17.926784956,C1491518488,0,0,1
2023-10-11 08:58:29.470990186,C490238464,0,0,1
2023-10-10 23:50:32.248414222,C1621026927,0,1,0
2023-10-10 05:58:56.763162088,C1461183743,1,0,0
2023-10-10 13:53:24.217683172,C1549232957,0,0,1
2023-10-11 04:53:54.821374293,C1939799337,0,1,0
2023-10-10 09:21:12.561604259,C860156566,0,0,1
2023-10-11 11:29:26.527498569,C1305161735,1,0,0
2023-10-11 12:29:12.452580961,C1784755412,0,1,0
2023-10-10 04:17:12.639837746,C1309403692,0,1,0
2023-10-10 21:10:03.401507617,C306839491,0,0,1
2023-10-10 09:41:31.377907304,C71763178,1,0,0
2023-10-10 07:18:04.015621238,C823891015,1,0,0
2023-10-11 01:01:49.887067009,C1262879702,1,0,0
2023-10-11 01:45:14.689641662,C611182051,1,0,0
2023-10-11 13:03:57.264370165,C33469777,1,0,0
2023-10-11 14:31:01.763450293,C1501124312,1,0,0
2023-10-10 21:01:14.711344909,C2103685620,1,0,0
2023-10-11 00:44:13.310572768,C718801730,0,0,1
2023-10-11 14:19:44.024112951,C168310052,1,0,0
2023-10-09 22:42:18.707498235,C194301248,0,0,1
2023-10-10 06:24:55.980951542,C2109595609,0,1,0
2023-10-10 18:44:29.768903383,C1486961552,0,0,1
2023-10-10 19:08:48.729842809,C885555910,0,1,0
2023-10-11 02:32:24.344582693,C440111595,0,1,0
2023-10-10 01:27:53.963979515,C1267444276,1,0,0
2023-10-09 17:03:06.960828203,C1468082478,0,1,0
2023-10-11 02:34:37.552752045,C16791543,1,0,0
2023-10-11 04:21:05.463192513,C1913044357,0,1,0
2023-10-10 01:12:32.466777775,C585317135,1,0,0
2023-10-11 12:56:53.192333686,C1790520611,0,1,0
2023-10-10 00:34:05.926932581,C1968779147,0,1,0
2023-10-11 06:42:17.381981676,C1714385979,0,1,0
2023-10-10 21:48:50.342447440,C1445931696,0,0,1
2023-10-10 17:38:13.516949471,C146553626,0,1,0
2023-10-10 04:24:25.782222102,C1155962240,0,0,1
2023-10-10 06:33:46.338581703,C909525375,0,1,0
2023-10-11 05:10:43.065279153,C986553990,1,0,0
2023-10-10 19:21:38.542893047,C1783773775,0,0,1
2023-10-11 12:53:29.741050022,C773517519,0,1,0
2023-10-10 18:41:04.992587857,C1941625566,1,0,0
2023-10-10 10:19:56.218467240,C1734287915,0,0,1
2023-10-09 15:52:03.714510282,C394469483,0,0,1
2023-10-11 15:00:12.781428653,C2073207955,0,1,0
2023-10-11 11:52:36.896742047,C1585648581,1,0,0
2023-10-10 03:30:10.090108758,C573965612,0,1,0
2023-10-10 20:58:02.736959268,C1821681988,0,0,1
2023-10-10 19:58:02.221269990,C341886098,0,0,1
2023-10-10 23:10:51.235078616,C1201848792,0,1,0
2023-10-10 11:32:13.624105513,C1586463432,0,1,0
2023-10-11 04:15:23.726428986,C1680004438,0,0,1
2023-10-10 13:52:15.415389436,C371396143,0,0,1
2023-10-09 18:12:58.555402638,C1525581466,1,0,0
2023-10-11 15:19:05.606563091,C341292164,0,1,0
2023-10-10 14:30:55.527057576,C1070277785,0,0,1
2023-10-09 23:39:51.578378460,C2085650948,0,1,0
2023-10-10 21:30:15.732466623,C78230690,1,0,0
2023-10-10 10:21:08.019891502,C1584479959,0,1,0
2023-10-10 04:55:47.399569905,C912671040,0,0,1
2023-10-11 09:24:55.199539907,C338406777,0,0,1
2023-10-10 19:09:21.898342639,C1421601814,1,0,0
2023-10-11 06:48:49.605590065,C2006367089,0,0,1
2023-10-11 10:42:02.006759449,C371877246,1,0,0
2023-10-11 14:05:27.056727830,C1952969809,0,0,1
2023-10-09 18:01:05.273216963,C1983734850,0,0,1
2023-10-11 00:05:45.186049142,C1177926954,1,0,0
2023-10-10 19:23:16.863868437,C731767226,0,0,1
2023-10-10 05:49:09.087412934,C5079947,1,0,0
2023-10-10 06:03:21.743272870,C454240137,0,0,1
2023-10-10 21:46:15.259594965,C1977058282,1,0,0
2023-10-11 15:07:28.283507593,C746599731,0,1,0
2023-10-11 03:10:56.007603257,C1553941793,1,0,0
2023-10-11 09:55:41.970123144,C1450562088,0,1,0
2023-10-10 08:30:33.921384274,C135434041,0,1,0
2023-10-11 01:38:18.713081250,C576545848,0,1,0
2023-10-10 02:02:53.652552933,C1229674572,0,1,0
2023-10-09 22:08:10.745721507,C1648543319,0,1,0
2023-10-10 18:51:19.083834094,C1965185304,1,0,0
2023-10-10 04:17:46.210744976,C1232523772,0,0,1
2023-10-10 18:35:37.557412532,C1718974481,0,0,1
2023-10-11 12:54:23.582893578,C1436301390,0,0,1
2023-10-10 02:54:17.645171632,C469767739,1,0,0
2023-10-10 10:30:48.137535152,C433139335,0,0,1
2023-10-11 00:10:03.872843327,C1100276718,1,0,0
2023-10-10 16:14:09.893041916,C1918935856,0,0,1
2023-10-10 09:23:54.755118466,C1640022626,0,0,1
2023-10-10 12:19:19.498562915,C1040303644,0,1,0
2023-10-11 06:17:48.743682353,C230958403,0,0,1
2023-10-09 19:35:07.141200071,C214836772,0,0,1
2023-10-11 08:51:01.797729878,C1762043633,0,0,1
2023-10-09 23:42:45.532814039,C1558014544,1,0,0
2023-10-11 09:33:23.462991240,C965421722,0,1,0
2023-10-09 18:37:47.740620209,C1153943594,0,1,0
2023-10-10 07:30:28.968669318,C186516178,0,1,0
2023-10-10 23:28:03.747305306,C2126019044,0,0,1
2023-10-10 06:15:41.932974101,C1814746822,0,0,1
2023-10-11 08:57:13.552443661,C732771224,0,0,1
2023-10-09 18:59:31.738067824,C1253245889,0,0,1
2023-10-10 13:57:37.637874456,C1105086283,1,0,0
2023-10-10 17:43:42.014974818,C1624198560,1,0,0
2023-10-10 01:13:12.425550809,C1626218926,1,0,0
2023-10-11 11:25:17.971005191,C784613823,1,0,0
2023-10-10 13:09:53.616835393,C274026379,0,0,1
2023-10-11 01:23:44.372801705,C1767734624,0,1,0
2023-10-10 06:15:34.323140350,C155920620,0,1,0
2023-10-10 22:20:44.298626392,C185428348,0,0,1
2023-10-10 16:42:27.714609293,C1093060677,1,0,0
2023-10-10 09:33:01.456236518,C1803181641,0,1,0
2023-10-10 01:21:41.337712956,C469059843,0,0,1
2023-10-10 00:46:04.290500309,C98014803,1,0,0
2023-10-11 11:33:26.163122896,C1819552999,0,0,1
2023-10-10 19:11:48.921452266,C24198147,1,0,0
2023-10-10 19:03:34.865145086,C165037464,0,1,0
2023-10-10 23:01:51.967453199,C587299231,1,0,0
2023-10-10 17:30:58.040898644,C1927223566,0,0,1
2023-10-11 14:10:25.348803084,C1187799344,0,0,1
2023-10-10 04:40:03.746078057,C632643861,0,0,1
2023-10-11 01:14:40.161263964,C507831273,0,1,0
2023-10-10 03:04:38.157261623,C823891015,1,0,0
2023-10-10 17:36:24.450679407,C851731350,0,1,0
2023-10-11 14:45:27.974162373,C1862384239,0,1,0
2023-10-10 09:22:38.487139258,C2102316964,0,0,1
2023-10-10 15:55:19.371186213,C1126297464,1,0,0
2023-10-11 12:59:29.644280571,C51444479,0,0,1
2023-10-11 03:00:42.866511709,C1557448113,0,1,0
2023-10-10 06:24:19.477650245,C914285365,0,0,1
2023-10-10 09:10:32.448171953,C2039473569,0,1,0
2023-10-09 15:51:51.221626359,C1273110804,0,1,0
2023-10-10 13:20:45.521980277,C1133298590,1,0,0
2023-10-10 09:46:52.182720627,C1209363182,1,0,0
2023-10-11 13:14:42.630597969,C2034859281,1,0,0
2023-10-10 10:55:08.337652986,C1480193980,0,1,0
2023-10-10 09:12:06.170553900,C346428597,0,0,1
2023-10-10 13:15:53.987437840,C58324694,0,0,1
2023-10-10 09:08:20.080854567,C363287468,0,1,0
2023-10-10 00:45:08.887148653,C136606306,0,0,1
2023-10-10 08:47:49.607387928,C125143024,1,0,0
2023-10-10 06:59:20.533844475,C1254696728,0,0,1
2023-10-09 23:24:46.463338233,C1827331929,0,1,0
2023-10-10 08:29:42.925559851,C1343106500,0,1,0
2023-10-11 11:37:41.072819304,C752270622,1,0,0
2023-10-10 15:19:17.696989026,C480118707,0,1,0
2023-10-11 03:13:02.112449227,C1654186046,1,0,0
2023-10-10 14:29:23.572578722,C217572786,0,1,0
2023-10-10 19:27:43.836874517,C1760524265,1,0,0
2023-10-10 03:06:23.573506202,C1634492186,0,1,0
2023-10-10 16:04:19.581522889,C211657450,1,0,0
2023-10-09 16:37:45.573469426,C1787537369,0,1,0
2023-10-09 16:44:38.994157078,C1967337226,0,0,1
2023-10-10 12:26:37.501228610,C956794113,0,0,1
2023-10-09 21:24:12.682007184,C1964602402,1,0,0
2023-10-11 00:15:21.205531970,C486343841,0,1,0
2023-10-10 00:49:32.566985779,C824784700,0,1,0
2023-10-10 17:16:40.076258834,C949023995,1,0,0
2023-10-11 11:17:33.012177697,C1711699171,1,0,0
2023-10-09 21:13:13.697838993,C312053639,1,0,0
2023-10-10 12:48:05.368202437,C911139709,0,0,1
2023-10-10 02:04:41.521887366,C1407767965,1,0,0
2023-10-09 23:34:33.450954914,C1237476993,0,1,0
2023-10-10 14:26:24.860098891,C1786430014,0,1,0
2023-10-09 19:34:57.370853889,C1913314890,0,0,1
2023-10-10 02:16:04.226686375,C813128680,0,1,0
2023-10-11 09:30:47.079939029,C1902837467,1,0,0
2023-10-10 14:51:43.572659912,C649077628,0,1,0
2023-10-10 18:22:23.661000943,C115540448,0,0,1
2023-10-10 00:11:02.309836132,C784005201,0,1,0
2023-10-11 02:32:30.106223255,C1112424232,0,1,0
2023-10-11 10:37:43.406171149,C1743392358,1,0,0
2023-10-10 04:55:22.151361391,C339075311,0,0,1
2023-10-09 23:42:42.465048823,C795132749,0,0,1
2023-10-09 18:58:04.060938574,C1022713215,0,0,1
2023-10-11 09:06:00.505266993,C1524407626,0,1,0
2023-10-11 14:13:14.167301014,C202531238,0,0,1
2023-10-10 19:37:21.348343974,C859276623,0,1,0
2023-10-10 09:14:09.281698951,C1452053500,0,0,1
2023-10-10 11:10:04.113120150,C660232446,0,0,1
2023-10-11 04:06:13.784122320,C1906259613,1,0,0
2023-10-10 11:26:34.974223135,C75208519,0,0,1
2023-10-10 10:24:35.160923977,C1922157108,0,1,0
2023-10-09 21:18:27.280373280,C1370192017,0,0,1
2023-10-10 03:48:31.506086616,C1819751403,0,1,0
2023-10-09 21:13:54.106470947,C1986701933,0,1,0
2023-10-10 23:19:53.714448029,C779868884,0,0,1
2023-10-11 04:20:44.243999801,C352261908,1,0,0
2023-10-09 17:34:29.051786612,C1642592478,0,0,1
2023-10-10 06:50:49.520758920,C404536294,1,0,0
2023-10-10 16:07:20.418946862,C823286801,1,0,0
2023-10-09 16:17:43.222949806,C1149893807,0,0,1
2023-10-11 15:37:28.764088929,C1432825682,1,0,0
2023-10-10 13:47:47.833015066,C1543555122,0,0,1
2023-10-10 17:10:01.273502378,C386205251,0,1,0
2023-10-11 06:52:10.525421831,C1872803698,1,0,0
2023-10-11 12:09:18.006291534,C193297871,0,1,0
2023-10-11 10:07:42.622968755,C859276623,0,1,0
2023-10-09 17:50:36.094383689,C1268275182,0,0,1
2023-10-10 09:58:37.312716336,C1698214137,0,1,0
2023-10-10 00:41:18.420989211,C579648989,0,0,1
2023-10-10 09:46:30.944890503,C1204740969,1,0,0
2023-10-10 20:32:36.452253701,C1489294793,1,0,0
2023-10-10 00:21:32.326527019,C755108533,0,0,1
2023-10-11 10:08:03.271402749,C500712433,0,0,1
2023-10-11 08:51:35.616472642,C650117238,1,0,0
2023-10-09 23:50:50.031530642,C1297995542,1,0,0
2023-10-11 08:04:40.130057661,C2074365962,0,1,0
2023-10-11 02:43:17.992495710,C1433132752,0,0,1
2023-10-10 21:37:54.372864050,C1575272013,0,1,0
2023-10-11 04:59:53.398271649,C892586401,0,1,0
2023-10-09 17:53:54.841303158,C1084001812,0,0,1
2023-10-09 19:50:43.158473861,C1316262830,0,1,0
2023-10-09 18:22:14.601045672,C588937224,0,0,1
2023-10-11 01:21:01.502734395,C1067668919,0,0,1
2023-10-10 20:10:55.935503958,C131915922,1,0,0
2023-10-11 01:20:12.121265347,C481773197,0,0,1
2023-10-09 16:35:55.152686273,C2044183803,0,0,1
2023-10-11 03:22:19.036834178,C1368210201,0,1,0
2023-10-09 23:59:36.438481712,C864602023,1,0,0
2023-10-09 22:27:25.463394660,C1043282651,0,0,1
2023-10-09 21:20:11.537589808,C58668191,0,1,0
2023-10-10 21:39:28.995280846,C748358246,0,0,1
2023-10-10 17:40:30.740610967,C353502635,0,1,0
2023-10-11 03:15:46.408725029,C980181294,0,1,0
2023-10-11 00:49:55.161547956,C1760986787,0,1,0
2023-10-11 09:32:16.197495705,C1006176917,0,0,1
2023-10-10 00:52:12.536881470,C859741683,0,0,1
2023-10-11 03:48:23.810009962,C1375103798,0,0,1
2023-10-11 12:08:26.498825384,C377517197,1,0,0
2023-10-11 04:02:05.126638293,C1453275851,1,0,0
2023-10-09 20:03:02.254808845,C2084933658,0,1,0
2023-10-10 01:26:32.132052868,C1802570035,0,1,0
2023-10-10 18:56:38.334272505,C399389739,0,1,0
2023-10-10 00:33:54.788556082,C1779394537,1,0,0
2023-10-10 19:09:31.371590886,C1998442183,0,0,1
2023-10-10 13:44:08.983968921,C2106115023,1,0,0
2023-10-11 13:34:36.047495795,C896561469,0,1,0
2023-10-11 07:49:28.590843642,C267593624,0,0,1
2023-10-09 19:27:17.957300635,C335592096,0,0,1
2023-10-11 09:20:25.764713287,C74457300,1,0,0
2023-10-11 14:11:19.969549966,C816519533,0,1,0
2023-10-10 17:18:08.733421401,C1122303126,0,1,0
2023-10-10 12:20:36.585466968,C179196508,1,0,0
2023-10-10 16:51:36.431197774,C1767929602,1,0,0
2023-10-10 10:02:43.693225143,C423454023,0,1,0
2023-10-09 19:17:20.389202999,C1501782229,1,0,0
2023-10-11 15:11:23.885042453,C936435497,0,1,0
2023-10-11 15:12:02.593541844,C1934886086,1,0,0
2023-10-11 01:24:20.041994670,C1122213892,0,0,1
2023-10-10 17:49:44.465553090,C597641228,0,0,1
2023-10-10 17:38:40.599759437,C10745331,0,1,0
2023-10-11 02:59:33.322392948,C1686676187,0,0,1
2023-10-09 22:42:32.236670778,C605859862,0,0,1
2023-10-10 23:13:46.171829490,C1152092987,1,0,0
2023-10-10 03:08:54.621428901,C1635345159,0,1,0
2023-10-10 01:42:35.456029064,C1915276731,1,0,0
2023-10-10 19:58:41.717125710,C1501156188,0,0,1
2023-10-09 15:47:38.516287907,C870503362,0,0,1
2023-10-10 04:56:32.938004364,C27152267,0,0,1
2023-10-11 06:22:11.154938513,C383368009,0,1,0
2023-10-10 19:25:13.919092748,C60351691,1,0,0
2023-10-10 17:15:42.316665303,C1542255731,0,1,0
2023-10-11 09:53:24.072440216,C1461774305,0,0,1
2023-10-10 11:12:13.002745981,C892943299,0,0,1
2023-10-10 09:46:35.212040366,C695108722,1,0,0
2023-10-11 02:30:53.676947914,C1560676680,0,1,0
2023-10-11 13:24:06.078520198,C1035222482,1,0,0
2023-10-09 20:49:09.396665482,C108266856,0,1,0
2023-10-10 02:34:39.121306001,C720418898,1,0,0
2023-10-11 01:20:59.832299838,C1968779147,0,0,1
2023-10-11 00:56:35.574844099,C1320820565,0,1,0
2023-10-11 06:59:36.575259847,C223315547,0,1,0
2023-10-10 02:41:52.295856793,C1313060996,0,0,1
2023-10-10 00:28:47.873676770,C1718279923,0,0,1
2023-10-09 23:49:54.222916170,C1910153505,0,1,0
2023-10-09 19:54:35.640350444,C157427068,1,0,0
2023-10-11 09:19:20.076699143,C2074365962,0,0,1
2023-10-11 11:47:39.953646401,C964635168,1,0,0
2023-10-11 14:27:35.037963181,C1484573422,0,0,1
2023-10-10 05:44:31.299799080,C1960353164,0,0,1
2023-10-11 10:06:42.635995619,C411390898,0,1,0
2023-10-10 11:17:53.390303841,C1376256048,0,1,0
2023-10-10 20:14:29.758287096,C507185945,1,0,0
2023-10-10 01:07:14.591875523,C774836418,0,0,1
2023-10-10 18:24:53.203870366,C859276623,0,0,1
2023-10-11 03:07:19.196269710,C862633345,0,0,1
2023-10-10 19:47:00.437985093,C109617474,0,0,1
2023-10-10 18:14:48.919109983,C1375103798,0,0,1
2023-10-11 12:39:32.610869079,C1760524265,1,0,0
2023-10-10 21:40:15.503296020,C535324444,0,1,0
2023-10-10 18:33:08.301377334,C1897689911,0,0,1
2023-10-11 04:36:55.273720020,C572958608,0,0,1
2023-10-10 09:36:49.902905550,C703418892,0,1,0
